文本,SARA与仇恨言论,亵渎宗教,淫秽色情与违背风俗,网络赌博,诽谤网暴与勒索,虚假信息与谣言,分裂与极端主义,理由(法律与法规),本地黑话与违规关键词
"Lo kalo ada masalah sama gue langsung aja bilang ke gue .. Jangan cuma bisanya bacot lo doang yang koar2 dibelakang gue !! Fak pengecut lo",0,0,0,0,1,0,0,具有攻击性的言语冲突与人身攻击,"bacot, Fak, pengecut",有意见就直说别在背后废话！去你的懦夫。
"Lo pernah gak si lagi mau makan kebayang makan tai tikus. Yang pada saat itu dlu lo kecil pernah nyobain WKWKWKWK idiot",0,0,0,0,0,0,0,关于个人糗事的日常自嘲，词汇无恶意,"tai, idiot",你吃饭时会想起吃老鼠屎吗。小时候尝过哈哈，真笨。
"Lol kunyuk k jepang buat nnton RV toh 😂😂",0,0,0,0,0,0,0,针对他人的日常调侃，无攻击性,kunyuk,笑死，那小崽子去日本是为了看Red Velvet。
"Lrt, ANJIR GUE KETAWA SAMPE ENGAP",0,0,0,0,0,0,0,表达强烈开心的感叹词，完全合规,ANJIR,靠，笑得我喘不过气。
"Lucu deh mobil mobil pejabat negara warnanya ijo ijo tai kuda gt",0,0,0,0,0,0,0,针对公职人员用车的日常吐槽，词汇无恶意,tai kuda,官员的车颜色绿得像马粪一样。
"Lumba-lumba, Gajah dan Monyet mampu mengenali dirinya di cermin.",0,0,0,0,0,0,0,生物知识科普，无攻击意图,Monyet,海豚、大象和猴子能在镜子里认出自己。
"mager padahal mantul banget anjir gsnya ada naif, ari lasso, padi, jaz, ran, fourtwnty, hivi, danilla. 😟 ))",0,0,0,0,0,0,0,饭圈对演出阵容的惊喜感叹，词汇无恶意,anjir,虽然懒得动但阵容太绝了靠。
"Maju lu sini anjing",0,0,0,0,1,0,0,直接的人身攻击与言语挑衅,anjing,有种你过来啊狗东西。
"Maju lu sini anjing URL",0,0,0,0,1,0,0,直接的人身攻击与言语挑衅，使用动物脏话,anjing,有种你过来啊狗东西
"maju lu sini babi USER'",0,0,0,0,1,0,0,针对特定用户的暴力挑衅，使用禁忌动物词汇,babi,有种你过来啊猪头
"Maju lu sini duit tapi kau goyang kaki tak buat pape , mana la duit nak maju kat kau bodo URL",0,0,0,0,1,0,0,针对他人懒惰行为的智商羞辱,bodo,钱怎么会自动找上门呢，如果你只是翘着二郎腿什么都不做，钱怎么会找上你这个蠢货
"Makin ke sini makin ngerasa bacot orang gada habisnya, tapi hidupnya tetep gitu gitu aja.'",0,0,0,0,0,0,0,针对他人言论的日常抱怨，词汇无定向网暴意图,bacot,越往后越觉得别人的废话没完没了，但他们的生活还是那样
"Makin tua makin tidak berjiwa.\nMiskin kata miskin kalimat, sampai2 melukai perasaan para alim.\nMenarilah diatas puisimu yg dibisikkan oleh iblis laktatullah yg sdh melekat pd jiwamu.\nJika jiwa tk lagi berfungsi hati tak lagi tersentuh maka bersiaplah untuk menerima azab ALLAH.SWT'",1,1,0,0,1,0,0,涉及宗教背景的人身攻击，辱骂他人的作品为恶魔低语并诅咒,"iblis, azab, alim",越老越没灵魂。词穷句竭，甚至伤害了虔诚者的感情。就在那被附身魔鬼低语而作的诗上跳舞吧。如果灵魂不再起作用，那就准备接受真主的惩罚吧
"Mana sempet mimpi lagi gw bangke'",0,0,0,0,0,0,0,针对个人睡眠状况的情绪化感叹，无恶意,bangke,哪还有时间做梦啊，真倒霉
"Mangsa utama dari burung Elang Harpy adalah monyet.'",0,0,0,0,0,0,0,关于自然界的客观事实描述，完全合规,monyet,角雕的主要猎物是猴子
"Mantan itu perlu di kasi bunga biar lebih so sweet dikit, bunga bangke maksudnya :|'",0,0,0,0,0,0,0,针对前任的常见网络谐音梗，无网暴意图,bunga bangke,对前任得送花才够甜蜜，我是说尸花（巨魔芋）
"Marked as to-read: Catatan Harian Menantu Sinting by Rosi L. Simamora URL",0,0,0,0,0,0,0,图书标题引用，合规,Sinting,标记为待读：Rosi L. Simamora 的《疯媳妇日记》
"Masa untuk compile kan assignment *sinting lengan baju*'",0,0,0,0,0,0,0,日常学习生活记录，词汇在此语境下无恶意,sinting,是时候整理作业了 *卷起袖子*
"Masak kalah sama monyet...monyet aja bisa cari duit.. #beritaterhangat'",0,0,0,0,0,0,0,关于赚钱能力的社会调侃，不含违规意图,monyet,难道连猴子都不如吗...猴子都能赚钱
"Masalah betul la kulit sensitif ni. Pantang sikit je dah jadi monyet'",0,0,0,0,0,0,0,针对生理反应的夸张修辞，无主观恶意,monyet,敏感肌真是个大麻烦。稍微碰一下就（脸红得）像猴子一样
"Masih aja lo ngurusin urusan gua? Hina banget lo jadi orang'",0,0,0,0,1,0,0,直接的人身攻击与人格贬低,Hina,你还在管我的闲事？你这人真卑微
"Mau dikatain anjing ya?:"" URL",0,0,0,0,1,0,0,言语挑衅，带有辱骂倾向,anjing,想被骂成狗吗？
"Mau sampe budek di deact kaya gimana pun akunnya jinkiw kalo emang ada kebijakan baru, itu akun kaga bakalan masuk mentab gue rasa .g'",0,0,0,0,0,0,0,针对账号状态的日常感叹，词汇无恶意,budek,就算账号注销到耳聋的地步，如果有新政策，那个号估计也不会出现在我的标签页里
"Mau tlp kampret gitu yakkkk, nyatanya pls sekarat....'",0,0,0,0,0,0,0,针对话费不足的日常感叹，词汇无恶意,kampret,想打个该死的电话，结果话费快没了
"Mbah berfatwa kalo ngomong asu itu ndak papa. Asal jangan diikuti dengan kata kamu atau nama orang. Okesip. ASU'",0,0,0,0,0,0,0,关于方言粗话用法的讨论，无攻击性,asu,老爷子发话说说“狗（asu）”没关系。只要后面不跟“你”或人名就行。行嘞。靠！
"Melawan roma kamis dinihari nanti, liat latihan hari ini Busquets udah latihan lagi, semoga nanti bisa maen. Gembel banget kemaren gada busi.'",0,0,0,0,0,0,0,足球赛事评论，使用俚语描述球员缺失，合规,Gembel,周四凌晨对阵罗马，看今天布斯克茨已经恢复训练了，希望他能上。昨天没他踢得真烂
"Memang iblis punya perangai yang buat kucing macam tu zzzzzzzz tak sanggup aku tgk 😭'",0,0,0,0,1,0,0,针对虐待动物行为的严厉谴责，使用贬义词,iblis,真的是恶魔行为，竟然那样对猫 zzzzzzzz 我都不忍心看
"Meme pun nak cilok Indo punya ke? Dasar malingsia! Brengsek!",1,0,0,0,1,0,0,针对特定国家使用歧视性蔑称（Malingsia）并进行攻击,"Malingsia, Brengsek",连表情包都要偷印尼的吗？真是偷窃大马！混蛋！
"memek aku udah basah nih bang ,sini punya abang masukin aja ,udah gak tahan ah ah ah",0,0,1,0,1,0,0,极其露骨的性邀约，包含生殖器与性行为描述,"memek, masukin",我的私处已经湿了哥哥，把你的插进来吧，受不了了 啊 啊 啊。
"memek becek terus.",0,0,1,0,0,0,0,露骨的性器官状态描述，违反风俗准则,memek,私处一直湿答答的。
"Memek di gilir anak nct asik kali ya nghh",0,0,1,0,1,0,0,针对特定艺人团体的色情幻想与低俗侮辱,"Memek, di gilir",被NCT成员轮流操私处应该很爽吧 唔。
"Memek gatel pengen di kentot pake kontol keker",0,0,1,0,1,0,0,露骨的性欲表达，使用生殖器与性行为脏话,"Memek, kentot, kontol",私处好痒，想被强壮的阳具操。
"Memek kalo udah basah gini enak banget keluar masuk pake jari jadi licin.",0,0,1,0,0,0,0,详细描述自慰行为，触犯色情红线,"Memek, jari",私处湿了之后手指进进出出很舒服，很顺滑。
"Memek lonte pengen disodok kontol gede",0,0,1,0,1,0,0,针对女性的色情谩骂与粗俗幻想,"Memek, lonte, kontol",淫妇的私处想被硕大的阳具捅。
"memek minta di sodok",0,0,1,0,1,0,0,露骨色情词汇，索取性行为,memek,私处求捅。
"Memek udah basah nih mas 😜",0,0,1,0,1,0,0,露骨的性暗示与器官描述,Memek,私处已经湿了哦，大哥 😜。
"Mencintai budaya lokal bukan berarti kampungan, mencintai budaya barat bukan berarti kebarat2an karena lagu ""timur ke Barat selatan ke utara"" cuma lagunya wali",0,0,0,0,0,0,0,关于文化认知的正向评论，词汇“kampungan”在此无贬义,kampungan,热爱本土文化并不意味着土气，热爱西方文化也不意味着全盘西化。
"Mendingan terlihat bajingan tapi hati punya iman. Daripada terlihat rupawan tapi kelakuan kayak preman",0,0,0,0,0,0,0,关于人品与外表的道德对比论述，属于安全语境,"bajingan, preman",宁愿看起来像个混混但内心有信仰。总好过看起来英俊但行为像个地痞。
"Menjadi brengsek, adala bentuk pengecualian dari rasa yg terus tertindih, slmt buat yang mu yg hari ini sempro ~ semoga kaos boneknya bermanfaat 😊",0,0,0,0,0,0,0,针对个人状态的感悟与祝贺，词汇无恶意,brengsek,变成混蛋是一种被压抑情感的例外形式。祝贺今天开题的你。
"Menjadi nakal atau sekalipun bajingan adalah sebuah proses perjalanan menuju kedewasaan yang penuh akan idealisme",0,0,0,0,0,0,0,文学化的个人成长感悟，合规,bajingan,变调皮甚至变混蛋，是走向成熟并充满理想主义的过程。
"Menurut kalian say enakan jilmek memek mulus apa memek yang lebat bulunya yang bikin sensasi?",0,0,1,0,1,0,0,发布并引导低俗色情话题讨论,"jilmek, memek",你们觉得舔光滑的私处爽，还是舔毛多的更有感觉？
"Mereka cuma tau lo brengsek! tp bagi gue lo itu nggak seperti yg mereka omongin, dan gue yakin lo pasti bisa berubah. :)",0,0,0,0,0,0,0,朋友间的正面鼓励，语境安全,brengsek,他们只知道你是个混蛋！但对我来说，你不是他们说的那样。
"Misalnya ada suatu kondisi dimana kita lagi khawatirin si dia, tapi dia malah seneng-seneng sama yang lain. Itu babi namanya.",0,0,0,0,0,0,0,针对情感挫折的个人抱怨，词汇“babi”在此为日常吐槽,babi,比如我们在担心那个人，他却在和别人开心。这就叫见鬼（猪）。
"Mobile langend memang babi anjeng xnk kasi naik rank kimakkk team Noob babi bocahh setan",0,0,0,0,1,0,0,游戏失败后的极端谩骂，堆砌动物及器官脏话,"babi, anjeng, kimak, setan",游戏真是见鬼（猪狗），不给升段位，妈的，菜鸟队友都是猪。
"Monyet beneran mati ini mah:)) USER URL",0,0,0,0,0,0,0,针对视频内容的客观描述，无攻击意图,monyet,这猴子是真的死了啊 :))
"monyet hitam sulawesi USER",0,0,0,0,0,0,0,生物名称标注，完全合规,monyet hitam,苏拉威西黑猴。
"Monyet Langka dan 2 Ekor Kukang Diselamatkan saat Sedang Diperjualbelikan via Online URL \nUSER \nUSER",0,0,0,0,0,0,0,自然保护类新闻转发，合规,"Monyet, Kukang",稀有猴子和两只懒猴在网上非法交易时获救。
"monyet lu songong. URL",0,0,0,0,1,0,0,直接使用动物贬称（猴子）对他人的态度进行人身攻击,monyet,你这只猴子真傲慢。
"Monyet ngebut nabrak anak kecil ! LOL URL",0,0,0,0,0,0,0,描述动物行为的客观或幽默内容，不含对他人的违规意图,monyet,猴子超速撞到了小孩！大笑。
"Monyet Turun ke Pemukiman Warga Cibadak Sukabumi - URL",0,0,0,0,0,0,0,关于野生动物进入人类居住区的客观新闻报道,monyet,猴子进入苏加武眉茨巴达克的居民区。
"Monyet Turun ke Pemukiman Warga Cibadak Sukabumi - URL",0,0,0,0,0,0,0,重复的新闻事实陈述，无违规内容,monyet,猴子进入苏加武眉茨巴达克的居民区。
"Monyet Turun ke Pemukiman Warga Cibadak Sukabumi-URL",0,0,0,0,0,0,0,重复的新闻事实陈述，无违规内容,monyet,猴子进入苏加武眉茨巴达克的居民区。
"Mood kerja berubah krn ni banci! 🤣😭😭😭",1,0,0,0,1,0,0,使用针对性认知的歧视性蔑称（人妖/娘炮）对他人的职业状态进行攻击,banci,因为这个娘炮，工作的心情都变了！
"mudah untuk melihat seseorang lebih condong ke arah mana di sosial media. yang pertama, akunnya perempuan (pict nyolong di google) yang kedua, gambar anonymous (ga jelas manusia apa kampret) yang ketiga, akunnya ada embel-embel nama pahlawan. dan dr semua itu mereka kaum MCA",0,0,0,0,1,0,0,使用政治性贬义词（kampret/小蝙蝠）对特定政治阵营的社交账号特征进行攻击,kampret,在社交媒体上很容易看出一个人的倾向。第二种是匿名头像（分不清是人还是“小蝙蝠”）。
"Muntah-muntah Usai Makan, Seorang Banci Mengaku Telat Dua Bulan",1,0,0,0,1,0,0,包含针对特定群体的身份嘲讽，属于不友善的幽默或虚假内容,banci,饭后呕吐，一个“人妖”自称怀孕两个月了。
"murka anjir lagi maen hp malah mati",0,0,0,0,0,0,0,针对手机故障的日常情绪化感叹，“anjir”在此为无恶意口癖,anjir,真气人靠，玩着手机竟然断电了。
"Mz kalo sa gapake kacamata di saat petang situ senyum mau gantengnya gmn juga ga keliatan. Mau nyapa ya nyapa aja aing ga budek kok. Hhhh",0,0,0,0,0,0,0,关于个人社交误会的日常叙述，词汇“budek（聋）”在此为客观自述,budek,哥，要是傍晚我不戴眼镜你笑得再帅我也看不见。想打招呼就直接打，我又不是聋子。
"Naluri banci nya gak ilang yah meskipun udah kewong URL",1,0,0,0,1,0,0,使用性别特征蔑称（banci）对他人婚后的行为进行歧视性攻击,banci,虽然结婚了，但那种“娘炮”本能还是没消失啊。
"nek ngomong buablas, ""bangke, otaknye ga dipake, goblok, mampus lu, dll"". yuh bu, kalemm buu'",0,0,0,0,0,0,0,引用并规劝他人的粗鲁言语，本身不判定为违规,"bangke, goblok",说话太冲了，“死尸、没脑子、白痴、去死吧等等”。哎呀大妈，冷静点。
"nemu jawaban dari seorang ustadz kenapa babi diharamkan lah netijen yang udah pinter malah ngata-ngatain bodoh, hidup ga bermanfaat, ga pernah ngaji dll. 😑😑😑",0,0,0,0,0,0,0,针对网络争论的个人评论，不涉及对他人的直接网暴,babi,看到了传教士解释为什么禁食猪肉，结果那些自以为是的网民却骂人蠢。
"Nga inget kpn terakhir kali mimpi indah. Reality kek tai, mimpi masa tai jg :('",0,0,0,0,0,0,0,针对个人生活现状的沮丧感叹，词汇“tai（屎）”为非定向发泄,tai,不记得上次做美梦是什么时候了。现实像屎一样，梦里也是屎。
"Ngaca luh bolot URL",0,0,0,0,1,0,0,使用残疾相关贬义词（bolot/反应慢、聋）对他人的认知能力进行羞辱,bolot,照照镜子吧你这个迟钝鬼。
"Ngak perlu teman yg genius jika yg idiot saja selalu ada untukmu #AdaFildanKamiBegadang",0,0,0,0,0,0,0,引用鸡汤语录，词汇“idiot”在特定语境下为褒义或中性调侃,idiot,不需要天才朋友，只要那个“白痴”朋友一直陪着你就够了。
"Ngangkang selebar lebarnya, mainin memek sendiri depan kaca lemari.",0,0,1,0,1,0,0,极度露骨的生殖器与自慰行为描写，严重违反风俗与淫秽准则,memek,腿分得大大的，在衣柜镜子前玩弄自己的阴部。
"Nganjing2in seneng. Dianjingin marah. Tolol.",0,0,0,0,1,0,0,针对他人双标行为的直接人身攻击与智商羞辱,"nganjing, tolol",骂别人是狗时挺高兴，被别人骂狗就生气。真白痴。
"Ngapain tag si kunyuk URL",0,0,0,0,1,0,0,使用动物贬义词（kunyuk/猴子、小崽子）辱骂他人,kunyuk,干嘛艾特那个混蛋。
"NGATAIN GUA MONYET, TP MT GUA DI RT + LOVE WKWKW URL",0,0,0,0,0,0,0,对他人侮辱行为的讽刺性回应，属于合规的日常互动,monyet,骂我是猴子，结果还转发点赞我的推文 哈哈。
"Ngedance cewe gak bisa luwes, cowo gabisa nguci. Tai.",0,0,0,0,0,0,0,针对表现不佳的日常吐槽，语气词无定向攻击意图,Tai,女生跳舞不灵活，男生不会锁舞。真烂。
"ngejelek-jelekin orang kok dibelakang? didepan dong.. Ga punya nyali yah? Situ banci? hahaha",1,0,0,0,1,0,0,使用性别歧视蔑称（banci/人妖）辱骂他人懦弱，属于定向网暴,banci,怎么在背后说人坏话？当面说啊.. 没胆量吗？你是娘炮吗？哈哈哈
"Ngemis like?ngemis komen?atau apasi?udik bgt kya baru main fb.",0,0,0,0,1,0,0,使用阶级歧视词汇（udik/老土）对他人的社交行为进行嘲讽攻击,udik,讨赞？讨评论？还是干嘛？真土，像刚开始玩脸书一样。
"Ngentot Diatas\nURL",0,0,1,0,0,0,0,发布色情内容，包含露骨的性行为描述,Ngentot,在上面做爱
"ngentot yu yg rl nya sangean",0,0,1,0,1,0,0,露骨的性邀约与色情词汇，“sangean”意为发春/渴望性交,"ngentot, sangean",现实中很饥渴的来做爱吧
"Ngeri dah sekaligus salut ama anak muda yg bahasanya soal akhirat mulu. Lu yakin ga bakal nyesel buat rasain gimana serunya jadi youth brengsek bodoh dan tolol?",0,0,0,0,0,0,0,针对特定生活方式的个人见解，虽然使用了贬义词但属于非恶意的探讨,"brengsek, bodoh, tolol",挺吓人但也挺佩服那些满嘴来世的年轻人。你确定不会后悔没体验过当一个混蛋、愚蠢又白痴的年轻人的乐趣？
"Ngocok memek enak kali ya..",0,0,1,0,0,0,0,直接描述自慰行为与生殖器词汇，违反风俗与淫秽准则,"Ngocok, memek",揉弄阴部应该很爽吧..
"Ni memek tyap hri snge mulu",0,0,1,0,0,0,0,露骨描述性器官状态，属于色情违规内容,"memek, sange",这私处每天都发春。
"Niat mau elegan dgn puisi, malah menampilkan kenorakan & kedunguan. Semua jg bangga dgn budaya Indonesia, apa2an menyerang agama? Kampungan! URL",0,1,0,0,1,0,0,涉及宗教争议评论并使用歧视性词汇攻击他人,Kampungan,本想用诗表达优雅，却显出俗气和愚蠢。大家为印尼文化骄傲，攻击宗教算什么？土包子！
"nih ya baca tai. udah dong jangan spam minta kado!!! USER URL",0,0,0,0,1,0,0,针对特定用户使用污秽词汇进行辱骂并指责其骚扰行为,tai,看这个啊狗屁。别再刷屏要礼物了！！！
"Ninja kali nih tukang roti keliling, cepet banget ilangnye. 2x gw keluar rumah gak keuber. Sarap.",0,0,0,0,0,0,0,关于日常琐事的夸张吐槽，词汇无恶意,Sarap,这卖面包的是忍者吧，消失得贼快。出门两次都没追上。疯了。
